text,font_size,is_bold,is_italic,relative_font_size,x_position_normalized,is_centered,space_below,text_length,is_all_caps,starts_with_numbering,line_height,span_count,label
"ソフトウェアテスト",9.960000038146973,0,0,1.0,0.716,0,0.0,16,0,0,59.15997314453125,1,Body
"ファンデーションレベルエクステンション –",9.960000038146973,0,0,1.0,0.122,0,0.0,28,0,0,67.44000244140625,1,Body
"アジャイルテスター",9.960000038146973,0,0,1.0,0.342,0,0.0,12,0,0,67.44000244140625,1,Body
"2.",15.960000038146973,0,0,1.6,0.116,0,0.0,2,0,1,137.41998291015625,1,Body
"ファンデーションレベルアジャイルテスターエクステンション入門",15.960000038146973,1,0,1.6,0.153,0,0.0,55,0,0,137.41998291015625,1,Body
"ファンデーションレベルエクステンションの認定 –",9.960000038146973,0,0,1.0,0.116,0,0.0,50,0,0,155.29998779296875,1,Body
"アジャイルテスターは、アジャイル環境で働くプロフェッショナル向けに設計されています。",9.960000038146973,0,0,1.0,0.501,1,0.0,50,0,0,155.29998779296875,1,Body
"また、導入を計画している専門家向けでもあります。",9.960000038146973,0,0,1.0,0.116,0,0.0,102,0,0,166.82373046875,1,Body
"「近い将来にアジャイル手法を導入するか、そうする予定の企業内で働く場合、この認定は」",9.960000038146973,0,0,1.0,0.116,0,0.0,103,0,0,178.34747314453125,1,Body
"「アジャイルに必要な活動、役割、方法、および手法を知りたい人にとっては有利です。」",9.960000038146973,0,0,1.0,0.116,0,0.0,105,0,0,189.8712158203125,1,Body
"役割に特化した方法論。",9.960000038146973,0,0,1.0,0.116,0,0.0,37,0,0,201.275390625,1,Body
"2.1 対象読者",14.039999961853027,0,0,1.4,0.116,0,0.0,21,0,1,230.05999755859375,1,H2
"ファンデーションレベルエクステンション –",9.960000038146973,0,0,1.0,0.116,0,0.0,32,0,0,249.8900146484375,1,Body
"アジャイルテスターの資格は、主に4つの専門家グループを対象としています。",9.960000038146973,0,0,1.0,0.369,0,0.0,73,0,0,249.8900146484375,1,Body
"1. 従来の方法で深いテスト経験を積んでおり、",9.960000038146973,0,0,1.0,0.145,0,0.0,95,0,1,261.41375732421875,1,Body
"アジャイルテスター認定を取得したい。",9.960000038146973,0,0,1.0,0.175,0,0.0,40,0,0,272.9375,1,Body
"「2. テスト専門職に就いたばかりの若手プロフェッショナルテスターで、」",9.960000038146973,0,0,1.0,0.145,0,0.0,97,0,1,284.4612121582031,1,Body
"「ファンデーションレベルの証明書を取得しており、もっと知りたい」",9.960000038146973,0,0,1.0,0.175,0,0.0,63,0,0,295.98492431640625,1,Body
"the",9.960000038146973,0,0,1.0,0.674,0,0.0,3,0,0,295.98492431640625,1,Body
"テスターの",9.960000038146973,0,0,1.0,0.705,0,0.0,8,0,0,295.98492431640625,1,Body
"アジャイルでの役割",9.960000038146973,0,0,1.0,0.766,0,0.0,16,0,0,295.98492431640625,1,Body
"環境。",9.960000038146973,0,0,1.0,0.175,0,0.0,12,0,0,307.3891296386719,1,Body
"「3. テストの経験が浅く、テストアプローチの実装が求められるプロフェッショナル」",9.960000038146973,0,0,1.0,0.145,0,0.0,97,0,1,318.912841796875,1,Body
"アジャイルプロジェクトでの日常業務における手法とテクニック。",9.960000038146973,0,0,1.0,0.175,0,0.0,65,0,0,330.4365539550781,1,Body
"4. 自分の役割（単体テストを含む）で経験を積んでおり、さらなる知識が必要な専門家",9.960000038146973,0,0,1.0,0.145,0,0.0,89,0,1,341.96026611328125,1,Body
"アジャイルにおけるあらゆるレベルでのテストの実施と管理に関する理解と知識",9.960000038146973,0,0,1.0,0.175,0,0.0,90,0,0,353.4839782714844,1,Body
"プロジェクト。",9.960000038146973,0,0,1.0,0.175,0,0.0,9,0,0,365.0076904296875,1,Body
"「これらの専門家には、テスター、テストアナリスト、テストエンジニア、テストなどの役割の人が含まれます。」",9.960000038146973,0,0,1.0,0.116,0,0.0,104,0,0,387.9256591796875,1,Body
"「コンサルタント、テストマネージャー、ユーザー受け入れテスター、およびソフトウェア開発者。」",9.960000038146973,0,0,1.0,0.116,0,0.0,77,0,0,399.46929931640625,1,Body
"このファンデーションレベルエクステンション –",9.960000038146973,0,0,1.0,0.116,0,0.0,33,0,0,422.50677490234375,1,Body
"アジャイルテスター認定は、誰にでも適している可能性があります。",9.960000038146973,0,0,1.0,0.386,0,0.0,65,0,0,422.50677490234375,1,Body
"「アジャイルの世界におけるソフトウェアテストをより深く理解したいと考えている人、たとえばプロジェクトマネージャー、品質管理者など」",9.960000038146973,0,0,1.0,0.116,0,0.0,102,0,0,434.0304870605469,1,Body
"「マネージャー、ソフトウェア開発マネージャー、ビジネスアナリスト、ITディレクター、および経営陣」",9.960000038146973,0,0,1.0,0.116,0,0.0,88,0,0,445.4346923828125,1,Body
"コンサルタント。",9.960000038146973,0,0,1.0,0.116,0,0.0,12,0,0,456.9584045410156,1,Body
"2.2 テスターのキャリアパス",14.039999961853027,0,0,1.4,0.116,0,0.0,28,0,1,497.2300109863281,1,H2
"「ファンデーションレベルに基づいて、アジャイルテスターエクステンションは、プロのテスターのキャリアパスの定義をサポートします。」",9.960000038146973,0,0,1.0,0.116,0,0.0,104,0,0,517.030029296875,1,Body
"プロのテスター。アジャイルテスター認定を持つ人は、幅広い理解を広げています。",9.960000038146973,0,0,1.0,0.116,0,0.0,104,0,0,528.5537109375,1,Body
"ファンデーションレベルで習得したテストにより、プロのテスターとして効果的に働くことができます。",9.960000038146973,0,0,1.0,0.116,0,0.0,109,0,0,540.077392578125,1,Body
"アジャイルプロジェクトで。",9.960000038146973,0,0,1.0,0.116,0,0.0,17,0,0,551.4816284179688,1,Body
"ISTQBファンデーションレベルエクステンションを所持している人 –",9.960000038146973,0,0,1.0,0.116,0,0.0,55,0,0,574.5489501953125,1,Body
"アジャイルテスター認定者は、認定を使用できます。",9.960000038146973,0,0,1.0,0.56,0,0.0,46,0,0,574.5489501953125,1,Body
"テスターファンデーションレベルの頭字語CTFL-AT。",9.960000038146973,0,0,1.0,0.116,0,0.0,40,0,0,586.0726928710938,1,Body
"2.3 学習目標",14.039999961853027,0,0,1.4,0.116,0,0.0,23,0,1,626.3800048828125,1,H2
"「一般的に、ファンデーションレベルのシラバスはK1レベルで試験可能であり、つまり、受験者は認識し、」",9.960000038146973,0,0,1.0,0.116,0,0.0,106,0,0,646.1799926757812,1,Body
"ファンデーションレベルのシラバスに記載されている用語と概念を記憶し、思い出す。",9.960000038146973,0,0,1.0,0.116,0,0.0,79,0,0,657.7037353515625,1,Body
"「さらに、すべてのファンデーションレベルシラバスの学習目標は、同じKレベルで試験可能です。」",9.960000038146973,0,0,1.0,0.116,0,0.0,104,0,0,680.6216430664062,1,Body
"延長試験。",9.960000038146973,0,0,1.0,0.116,0,0.0,15,0,0,692.1354370117188,1,Body
"バージョン 2014",9.960000038146973,0,0,1.0,0.125,0,0.0,12,0,0,728.041259765625,1,Body
"12ページ中7ページ",9.960000038146973,0,0,1.0,0.441,0,0.0,12,0,0,728.041259765625,1,Body
"「2014年5月31日」",9.960000038146973,0,0,1.0,0.771,0,0.0,12,0,0,728.041259765625,1,Body
"© 国際ソフトウェアテスト資格委員会",6.0,0,0,0.6,0.125,0,0.0,53,0,0,742.3200073242188,1,Body
"資格委員会",9.960000038146973,0,0,1.0,0.704,0,0.0,20,0,0,70.67999267578125,1,Body
"インターナショナル",9.960000038146973,0,0,1.0,0.732,0,0.0,13,0,0,47.6400146484375,1,Body
"概要",12.0,0,0,1.2,0.122,0,0.0,8,0,0,52.44000244140625,1,Body
"ソフトウェアテスト",9.960000038146973,0,0,1.0,0.716,0,0.0,16,0,0,59.15997314453125,1,Body
"ファンデーションレベルエクステンション –",9.960000038146973,0,0,1.0,0.122,0,0.0,28,0,0,67.44000244140625,1,Body
"アジャイルテスター",9.960000038146973,0,0,1.0,0.342,0,0.0,12,0,0,67.44000244140625,1,Body
"「とはいえ、各延長レベルの試験は、その延長で定義された学習目標に焦点を当てています。」",9.960000038146973,0,0,1.0,0.116,0,0.0,97,0,0,117.8599853515625,1,Body
"「シラバス。関連する学習目標は、K1、K2、およびK3レベルで、各章の冒頭に記載されています。」",9.960000038146973,0,0,1.0,0.116,0,0.0,105,0,0,129.38372802734375,1,Body
"各拡張シラバス内。",9.960000038146973,0,0,1.0,0.116,0,0.0,50,0,0,140.907470703125,1,Body
"2.4 参加資格",14.039999961853027,0,0,1.4,0.116,0,0.0,22,0,1,169.70001220703125,1,H2
"ファンデーションレベルエクステンションに参加するには –",9.960000038146973,0,0,1.0,0.116,0,0.0,59,0,0,189.5,1,Body
"「アジャイルテスター試験、受験者は次の条件を満たしている必要があります。」",9.960000038146973,0,0,1.0,0.573,0,0.0,39,0,0,189.5,1,Body
"ISTQBファンデーションレベルの証明書を取得しました。",9.960000038146973,0,0,1.0,0.116,0,0.0,48,0,0,201.02374267578125,1,Body
"2.5 構造とコース期間",14.039999961853027,0,0,1.4,0.116,0,0.0,33,0,1,229.82000732421875,1,H2
"ファンデーションレベルエクステンション –",9.960000038146973,0,0,1.0,0.116,0,0.0,32,0,0,249.6500244140625,1,Body
"アジャイルテスターのシラバスは、共有または共通の要素はありません。",9.960000038146973,0,0,1.0,0.381,0,0.0,63,0,0,249.6500244140625,1,Body
"ファンデーションレベルのシラバス。",9.960000038146973,0,0,1.0,0.116,0,0.0,26,0,0,261.17376708984375,1,Body
"シラバスは、次の最小日数で教えなければなりません：",9.960000038146973,0,0,1.0,0.116,0,0.0,67,0,0,284.09173583984375,1,Body
"シラバス",9.960000038146973,1,0,1.0,0.347,0,0.0,8,0,0,310.489990234375,1,Body
"日々",9.960000038146973,1,0,1.0,0.602,0,0.0,4,0,0,310.489990234375,1,Body
"ベースライン：ファンデーション",9.960000038146973,0,0,1.0,0.347,0,0.0,20,0,0,328.6099853515625,1,Body
"3",9.960000038146973,0,0,1.0,0.617,0,0.0,1,0,0,328.6099853515625,1,Body
"エクステンション：アジャイルテスター",9.960000038146973,0,0,1.0,0.347,0,0.0,23,0,0,346.6099853515625,1,Body
"2",9.960000038146973,0,0,1.0,0.617,0,0.0,1,0,0,346.6099853515625,1,Body
"次の図は、アジャイルテスターエクステンションの構造とその関係を示しています。",9.960000038146973,0,0,1.0,0.116,0,0.0,98,0,0,376.1300048828125,1,Body
"ファンデーションレベル。",9.960000038146973,0,0,1.0,0.116,0,0.0,17,0,0,387.6537170410156,1,Body
"バージョン 2014",9.960000038146973,0,0,1.0,0.125,0,0.0,12,0,0,728.0399780273438,1,Body
"12ページ中8ページ",9.960000038146973,0,0,1.0,0.441,0,0.0,12,0,0,728.0399780273438,1,Body
"「2014年5月31日」",9.960000038146973,0,0,1.0,0.771,0,0.0,12,0,0,728.0399780273438,1,Body
"© 国際ソフトウェアテスト資格委員会",6.0,0,0,0.6,0.125,0,0.0,53,0,0,742.3200073242188,1,Body
"資格委員会",9.960000038146973,0,0,1.0,0.704,0,0.0,20,0,0,70.67999267578125,1,Body
"インターナショナル",9.960000038146973,0,0,1.0,0.732,0,0.0,13,0,0,47.6400146484375,1,Body
"概要",12.0,0,0,1.2,0.122,0,0.0,8,0,0,52.44000244140625,1,Body
"ソフトウェアテスト",9.960000038146973,0,0,1.0,0.716,0,0.0,16,0,0,59.15997314453125,1,Body
"ファンデーションレベルエクステンション –",9.960000038146973,0,0,1.0,0.122,0,0.0,28,0,0,67.44000244140625,1,Body
"アジャイルテスター",9.960000038146973,0,0,1.0,0.342,0,0.0,12,0,0,67.44000244140625,1,Body
"2.6 最新の状態に保つ",14.039999961853027,0,0,1.4,0.116,0,0.0,22,0,1,146.65997314453125,1,H2
"ソフトウェア産業は急速に変化しています。",9.960000038146973,0,0,1.0,0.116,0,0.0,102,0,0,166.46002197265625,1,Body
"「www.istqb.orgウェブサイトには、サポート文書、標準の変更、業界の新しい出来事を参照するリンクが作成されています。」",9.960000038146973,0,0,1.0,0.116,0,0.0,100,0,0,189.50750732421875,1,Body
"この情報は、本シラバスでは試験対象外です。",9.960000038146973,0,0,1.0,0.116,0,0.0,72,0,0,201.03125,1,Body
"バージョン 2014",9.960000038146973,0,0,1.0,0.125,0,0.0,12,0,0,728.0546875,1,Body
"12ページ中9ページ",9.960000038146973,0,0,1.0,0.441,0,0.0,12,0,0,728.0546875,1,Body
"「2014年5月31日」",9.960000038146973,0,0,1.0,0.771,0,0.0,12,0,0,728.0546875,1,Body
"© 国際ソフトウェアテスト資格委員会",6.0,0,0,0.6,0.125,0,0.0,53,0,0,742.3200073242188,1,Body
"資格委員会",9.960000038146973,0,0,1.0,0.704,0,0.0,20,0,0,70.67999267578125,1,Body
"インターナショナル",9.960000038146973,0,0,1.0,0.732,0,0.0,13,0,0,47.6400146484375,1,Body
"概要",12.0,0,0,1.2,0.122,0,0.0,8,0,0,52.44000244140625,1,Body
"ソフトウェアテスト",9.960000038146973,0,0,1.0,0.716,0,0.0,16,0,0,59.15997314453125,1,Body
"ファンデーションレベルエクステンション –",9.960000038146973,0,0,1.0,0.122,0,0.0,28,0,0,67.44000244140625,1,Body
"アジャイルテスター",9.960000038146973,0,0,1.0,0.342,0,0.0,12,0,0,67.44000244140625,1,Body
"3.",15.960000038146973,0,0,1.6,0.116,0,0.0,2,0,1,134.29998779296875,1,Body
"ファンデーションレベルエクステンションの概要 –",15.960000038146973,1,0,1.6,0.153,0,0.0,44,0,0,134.29998779296875,1,Body
"アジャイルテスター",15.960000038146973,1,0,1.6,0.737,0,0.0,12,0,0,134.29998779296875,1,Body
"シラバス",15.960000038146973,1,0,1.6,0.175,0,0.0,8,0,0,152.78167724609375,1,Body
"3.1 事業成果",14.039999961853027,0,0,1.4,0.116,0,0.0,21,0,1,200.65997314453125,1,H2
"このセクションでは、ファンデーションレベルを取得した受験者に期待されるビジネス成果をリストアップします。",9.960000038146973,0,0,1.0,0.116,0,0.0,102,0,0,220.46002197265625,1,Body
"エクステンション –",9.960000038146973,0,0,1.0,0.116,0,0.0,11,0,0,231.9837646484375,1,Body
"アジャイルテスター認定。",9.960000038146973,0,0,1.0,0.206,0,0.0,27,0,0,231.9837646484375,1,Body
"アジャイルテスターは…",9.960000038146973,0,0,1.0,0.116,0,0.0,20,0,0,254.93157958984375,1,Body
"AFM1",9.960000038146973,0,0,1.0,0.176,0,0.0,4,1,0,277.969970703125,1,Body
"アジャイルソフトウェア開発の原則と基本的な手法に精通している、機能横断的なアジャイルチームで協力する",9.960000038146973,0,0,1.0,0.237,0,0.0,85,0,0,277.969970703125,1,Body
"アジャイルソフトウェア開発。",9.960000038146973,0,0,1.0,0.237,0,0.0,40,0,0,289.489990234375,1,Body
"AFM2",9.960000038146973,0,0,1.0,0.176,0,0.0,4,1,0,312.5299987792969,1,Body
"既存のテスト経験と知識をアジャイルの価値と原則に適応させる。",9.960000038146973,0,0,1.0,0.237,0,0.0,79,0,0,312.5299987792969,1,Body
"AFM3",9.960000038146973,0,0,1.0,0.176,0,0.0,4,1,0,337.489990234375,1,Body
"テスト関連活動の計画においてアジャイルチームをサポートする。",9.960000038146973,0,0,1.0,0.237,0,0.0,59,0,0,337.489990234375,1,Body
"AFM4",9.960000038146973,0,0,1.0,0.176,0,0.0,4,1,0,362.57000732421875,1,Body
"アジャイルプロジェクトでテストに関連する方法と手法を適用する。",9.960000038146973,0,0,1.0,0.237,0,0.0,70,0,0,362.57000732421875,1,Body
"AFM5",9.960000038146973,0,0,1.0,0.176,0,0.0,4,1,0,387.6499938964844,1,Body
"アジャイルチームを支援する",9.960000038146973,0,0,1.0,0.237,0,0.0,52,0,0,387.6499938964844,1,Body
"AFM6",9.960000038146973,0,0,1.0,0.176,0,0.0,4,1,0,412.75,1,Body
"「ビジネス関係者が、理解しやすくテスト可能なユーザーストーリーを定義するのを支援する。」",9.960000038146973,0,0,1.0,0.237,0,0.0,82,0,0,412.75,1,Body
"「シナリオ、要件、および受け入れ基準を適切に。」",9.960000038146973,0,0,1.0,0.237,0,0.0,63,0,0,424.1499938964844,1,Body
"AFM7",9.960000038146973,0,0,1.0,0.176,0,0.0,4,1,0,447.19000244140625,1,Body
"効果的なコミュニケーションを用いて、他のチームメンバーと協力し、情報を共有する",9.960000038146973,0,0,1.0,0.237,0,0.0,80,0,0,447.19000244140625,1,Body
"スタイルとチャンネル。",9.960000038146973,0,0,1.0,0.237,0,0.0,20,0,0,458.7099914550781,1,Body
"「一般に、認定テスターファンデーションレベル –」",9.960000038146973,0,0,1.0,0.116,0,0.0,49,0,0,493.8699951171875,1,Body
"アジャイルテスターは、必要なものを習得していると期待されます。",9.960000038146973,0,0,1.0,0.471,1,0.0,55,0,0,493.8699951171875,1,Body
"アジャイルチームと環境内で効果的に働くためのスキル。",9.960000038146973,0,0,1.0,0.116,0,0.0,67,0,0,505.3937072753906,1,Body
"3.2 コンテンツ",14.039999961853027,0,0,1.4,0.116,0,0.0,11,0,1,545.7100219726562,1,H2
"第1章：アジャイルソフトウェア開発",9.960000038146973,0,0,1.0,0.116,0,0.0,37,0,0,565.5399780273438,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,577.7808227539062,1,Body
"テスターは、アジャイルに基づいたアジャイルソフトウェア開発の基本概念を覚えておく必要があります。",9.960000038146973,0,0,1.0,0.174,0,0.0,93,0,0,577.7808227539062,1,Body
"マニフェスト。",9.960000038146973,0,0,1.0,0.175,0,0.0,10,0,0,589.18505859375,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,601.4259033203125,1,Body
"テスターは、チーム全体アプローチの利点と、",9.960000038146973,0,0,1.0,0.174,0,0.0,90,0,0,601.4259033203125,1,Body
"早期かつ頻繁なフィードバック。",9.960000038146973,0,0,1.0,0.175,0,0.0,28,0,0,612.830078125,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,625.0709228515625,1,Body
"テスターはアジャイルソフトウェア開発手法を思い出す必要があります。",9.960000038146973,0,0,1.0,0.174,0,0.0,63,0,0,625.0709228515625,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,637.311767578125,1,Body
"テスターは、開発者と協力してテスト可能なユーザーストーリーを作成できる必要があります。",9.960000038146973,0,0,1.0,0.174,0,0.0,93,0,0,637.311767578125,1,Body
"およびビジネス担当者。",9.960000038146973,0,0,1.0,0.175,0,0.0,25,0,0,648.7160034179688,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,660.9568481445312,1,Body
"テスターは、レトロスペクティブをプロセスのメカニズムとしてどのように使用できるかを理解する必要があります。",9.960000038146973,0,0,1.0,0.174,0,0.0,86,0,0,660.9568481445312,1,Body
"アジャイルプロジェクトの改善。",9.960000038146973,0,0,1.0,0.175,0,0.0,30,0,0,672.3610229492188,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,684.6018676757812,1,Body
"テスターは、継続的インテグレーションの使用と目的を理解する必要があります。",9.960000038146973,0,0,1.0,0.174,0,0.0,75,0,0,684.6018676757812,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,696.8427124023438,1,Body
"「テスターは、イテレーションとリリース計画の違い、およびテスターの役割を知っている必要があります。」",9.960000038146973,0,0,1.0,0.174,0,0.0,95,0,0,696.8427124023438,1,Body
"これらの各活動に価値を付加します。",9.960000038146973,0,0,1.0,0.175,0,0.0,39,0,0,708.2468872070312,1,Body
"バージョン 2014",9.960000038146973,0,0,1.0,0.125,0,0.0,12,0,0,728.0673217773438,1,Body
"12ページ中10ページ",9.960000038146973,0,0,1.0,0.437,0,0.0,13,0,0,728.0673217773438,1,Body
"「2014年5月31日」",9.960000038146973,0,0,1.0,0.771,0,0.0,12,0,0,728.0673217773438,1,Body
"© 国際ソフトウェアテスト資格委員会",6.0,0,0,0.6,0.125,0,0.0,53,0,0,742.3200073242188,1,Body
"インターナショナル",9.960000038146973,0,0,1.0,0.732,0,0.0,13,0,0,47.6400146484375,1,Body
"概要",12.0,0,0,1.2,0.122,0,0.0,8,0,0,52.44000244140625,1,Body
"ソフトウェアテスト",9.960000038146973,0,0,1.0,0.716,0,0.0,16,0,0,59.15997314453125,1,Body
"ファンデーションレベルエクステンション –",9.960000038146973,0,0,1.0,0.122,0,0.0,28,0,0,67.44000244140625,1,Body
"アジャイルテスター",9.960000038146973,0,0,1.0,0.342,0,0.0,12,0,0,67.44000244140625,1,Body
"資格",9.960000038146973,0,0,1.0,0.704,0,0.0,14,0,0,70.67999267578125,1,Body
"ボード",9.960000038146973,0,0,1.0,0.806,0,0.0,5,0,0,70.67999267578125,1,Body
"「第2章 アジャイルテストの基本原則、実践、プロセス」",9.960000038146973,0,0,1.0,0.116,0,0.0,73,0,0,117.8599853515625,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,130.100830078125,1,Body
"テスターは、アジャイルプロジェクトにおけるテスト活動の違いを説明できる必要があります。",9.960000038146973,0,0,1.0,0.174,0,0.0,98,0,0,130.100830078125,1,Body
"および非アジャイルプロジェクト。",9.960000038146973,0,0,1.0,0.175,0,0.0,23,0,0,141.62457275390625,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,153.74591064453125,1,Body
"テスターは、開発とテストの活動がどのように統合されているかを説明できなければなりません。",9.960000038146973,0,0,1.0,0.174,0,0.0,94,0,0,153.74591064453125,1,Body
"アジャイルプロジェクトで。",9.960000038146973,0,0,1.0,0.175,0,0.0,15,0,0,165.2696533203125,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,177.510498046875,1,Body
"テスターは、アジャイルプロジェクトにおける独立したテストの役割を説明できなければなりません。",9.960000038146973,0,0,1.0,0.174,0,0.0,88,0,0,177.510498046875,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,189.6318359375,1,Body
"テスターは、ステータスを伝達するために使用されるツールとテクニックを説明できなければなりません。",9.960000038146973,0,0,1.0,0.174,0,0.0,96,0,0,189.6318359375,1,Body
"「アジャイルプロジェクトでのテスト（テストの進捗状況と製品の品質を含む）」",9.960000038146973,0,0,1.0,0.175,0,0.0,73,0,0,201.15557861328125,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,213.27691650390625,1,Body
"テスターは、複数のイテレーションにわたってテストを進化させるプロセスを説明できなければなりません。",9.960000038146973,0,0,1.0,0.174,0,0.0,98,0,0,213.27691650390625,1,Body
"アジャイルプロジェクトで回帰リスクを管理するために、なぜテスト自動化が重要なのかを説明します。",9.960000038146973,0,0,1.0,0.175,0,0.0,85,0,0,224.8006591796875,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,237.07135009765625,1,Body
"「テスターは、アジャイルチームにおけるテスターのスキル（人材、ドメイン、テスト）を理解する必要があります。」",9.960000038146973,0,0,1.0,0.174,0,0.0,99,0,0,237.07135009765625,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,249.19268798828125,1,Body
"テスターは、アジャイルチーム内でのテスターの役割を理解できる必要があります。",9.960000038146973,0,0,1.0,0.174,0,0.0,82,0,0,249.19268798828125,1,Body
"「第3章：アジャイルテストの方法、テクニック、ツール」",9.960000038146973,0,0,1.0,0.116,0,0.0,55,0,0,272.11065673828125,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,284.35150146484375,1,Body
"「テスターは、テスト駆動開発、受け入れテスト駆動開発の概念を思い出すことができなければなりません。」",9.960000038146973,0,0,1.0,0.174,0,0.0,93,0,0,284.35150146484375,1,Body
"「駆動開発、および行動駆動開発」",9.960000038146973,0,0,1.0,0.175,0,0.0,52,0,0,295.8752136230469,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,308.1160583496094,1,Body
"テスターはテストピラミッドの概念を思い出すことができなければなりません。",9.960000038146973,0,0,1.0,0.174,0,0.0,69,0,0,308.1160583496094,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,320.23736572265625,1,Body
"テスターは、テスト象限とテストとの関係を要約できる必要があります。",9.960000038146973,0,0,1.0,0.174,0,0.0,97,0,0,320.23736572265625,1,Body
"レベルとテストタイプ。",9.960000038146973,0,0,1.0,0.175,0,0.0,25,0,0,331.6415710449219,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,343.8824157714844,1,Body
"「アジャイルプロジェクトが与えられた場合、テスターはスクラムチームのテスターとして働くことができなければなりません。」",9.960000038146973,0,0,1.0,0.174,0,0.0,89,0,0,343.8824157714844,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,356.1232604980469,1,Body
"テスターはアジャイルプロジェクト内の品質リスクを評価できなければなりません。",9.960000038146973,0,0,1.0,0.174,0,0.0,74,0,0,356.1232604980469,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,368.24456787109375,1,Body
"テスターは、イテレーションの内容と品質リスクに基づいてテスト工数を見積もることができなければなりません。",9.960000038146973,0,0,1.0,0.174,0,0.0,98,0,0,368.24456787109375,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,380.48541259765625,1,Body
"テスターは、テスト活動をサポートするために適切な情報を解釈できなければなりません。",9.960000038146973,0,0,1.0,0.174,0,0.0,90,0,0,380.48541259765625,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,392.6067199707031,1,Body
"テスターは、テスト可能な受け入れを定義する方法をビジネス関係者に説明できる必要があります。",9.960000038146973,0,0,1.0,0.174,0,0.0,95,0,0,392.6067199707031,1,Body
"基準。",9.960000038146973,0,0,1.0,0.175,0,0.0,9,0,0,404.0308532714844,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,416.2716979980469,1,Body
"「ユーザーストーリーが与えられた場合、テスターは受け入れテスト駆動開発テストを作成できなければなりません。」",9.960000038146973,0,0,1.0,0.174,0,0.0,94,0,0,416.2716979980469,1,Body
"ケース。",9.960000038146973,0,0,1.0,0.175,0,0.0,6,0,0,427.79541015625,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,440.0362548828125,1,Body
"「機能的および非機能的な動作の両方について、テスターは以下を使用してテストケースを作成できる必要があります。」",9.960000038146973,0,0,1.0,0.174,0,0.0,100,0,0,440.0362548828125,1,Body
"特定のユーザーストーリーに基づいたブラックボックステスト設計手法。",9.960000038146973,0,0,1.0,0.175,0,0.0,61,0,0,451.4404602050781,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,463.6813049316406,1,Body
"テスターは、アジャイルプロジェクトのテストをサポートするために、探索的テストを実行できる必要があります。",9.960000038146973,0,0,1.0,0.174,0,0.0,100,0,0,463.6813049316406,1,Body
"",9.960000038146973,0,0,1.0,0.145,0,0.0,1,0,0,475.8026123046875,1,Body
"テスターは、目的に応じてテスターが利用できるさまざまなツールを思い出すことができる必要があります。",9.960000038146973,0,0,1.0,0.174,0,0.0,99,0,0,475.8026123046875,1,Body
"およびアジャイルプロジェクトでの活動。",9.960000038146973,0,0,1.0,0.175,0,0.0,36,0,0,487.3263244628906,1,Body
"バージョン 2014",9.960000038146973,0,0,1.0,0.125,0,0.0,12,0,0,728.099365234375,1,Body
"12ページ中11ページ",9.960000038146973,0,0,1.0,0.437,0,0.0,13,0,0,728.099365234375,1,Body
"「2014年5月31日」",9.960000038146973,0,0,1.0,0.771,0,0.0,12,0,0,728.099365234375,1,Body
"© 国際ソフトウェアテスト資格委員会",6.0,0,0,0.6,0.125,0,0.0,53,0,0,742.3200073242188,1,Body
"資格委員会",9.960000038146973,0,0,1.0,0.704,0,0.0,20,0,0,70.67999267578125,1,Body
"インターナショナル",9.960000038146973,0,0,1.0,0.732,0,0.0,13,0,0,47.6400146484375,1,Body
